,date,title,source,contents,link
15,2019.07.31.,"'유퀴즈' 유재석·조세호 대전 여행, 자체 최고 기록...시청률 상승세",YTN,"특히, '노잼' 도시로 알려진 대전 곳곳에서 누구보다 '유잼'을 자랑하는 시민들과의 만남이 이어지며 'No 잼'이 아닌 'Know 잼'으로 여정을 마쳐 훈훈함을 더했다. '유 퀴즈 온 더 블럭'은 매주 화요일 밤 11시...",https://www.ytn.co.kr/_sn/0117_201907311115244151
16,2019.08.09.,[기자수첩] 대전시의 셀프디스,대전일보,"SNS에서 대전을 지칭하는 노잼 도시를 희화화시켜 '노잼 대전의 투어 알고리즘'을 온라인상에 공개한 것이다. 알고리즘은 간단하다. '지인이 다수인가'라는 질문으로 시작해 '예', '아니오' 응답을 따라간다. 중간에 어떤...",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1382114
17,2019.07.30.,"'유퀴즈' 유재석X조세호, '노잼 도시' 대전 방문 ""유잼으로 만들 것""",스포츠서울,"이곳에서 유재석은 ""대전이 SNS 상에선 '노잼 도시'로 불린다""면서 ""이번에 그 편견을 깨고 싶다""고 말했다. 이어 유재석은 ""노잼 도시가 아니고 '유잼 도시'로 만들어야겠다""면서 ""제가 또 유 씨니까 유잼을 꼭...",http://www.sportsseoul.com/news/read/798291
18,2019.08.28.,"청주시, 노잼 도시 TOP 3 등극...온라인 커뮤니티 연이어 댓글 행진",동양일보,"이런 가운데 최근 온라인 커뮤니티에 누리꾼들이 한 목소리로 꼽는 '노잼 도시 TOP 3'가 공개돼 눈길을 끈다. 청주는 대전광역시, 울산광역시와 함께 3대장에 새로 등극했다. 청주는 정말 일이 있는 것이 아니고서야 굳이 갈...",http://www.dynews.co.kr/news/articleView.html?idxno=468518
19,2019.09.25.,'노잼도시' 대전에 가면 반드시 꼭 먹어야 된다는 떡볶이 맛집 '떡반집',인사이트,실제로 놀 거리가 없다고 '평화의 도시'라 인정하는 대전 시민들이 떡볶이 맛집만큼은 대전이라고 주장하는 곳이다.바로 대전 시민이라면 무조건 방문해봤을 대전 둔산동에 위치한 '떡반집'이다.최근 각종 SNS와...,https://www.insight.co.kr/news/247884
20,2019.10.04.,[영상]노잼도시 대전의 맛집 이야기! 대전 맛집 어디까지 먹어봤니?,중도일보,대전 맛집을 준비했습니다. 노잼 도시 대전을 맛있게 즐기는 방법! 맛있는 대전 꿀잼으로 즐기기 영상으로 감상해 보겠습니다. 자료화면 : BGM 스모킹구스 대전청춘가. 대전광역시 홍보영상. 유튜브.,http://www.joongdo.co.kr/main/view.php?key=20191004001510177
21,2019.09.05.,"대전시, 대전사회혁신플랫폼 타운홀미팅 개최",신아일보,"공유실험, △ 노잼도시 극복을 위한 지역만의 문화 활성화, 순으로 선정됐다. 이 의제들은 향후 대전사회혁신플랫폼의 문제해결 과정에 반영될 예정이며, 이 의제들 외에도 지역의 공기업·공공기관, 민간사회단체가 함께...",http://www.shinailbo.co.kr/news/articleView.html?idxno=1201828
22,2019.08.23.,“올해 마지막 솔탈 기회” 다음달 대전에서 열리는 '솔로대첩',위키트리,'노잼'의 도시 대전에서 다음 달 27일부터 30일까지 개최하는 '효문화 뿌리축제'에서 솔로들을 위한 '썸남썸녀 내 짝을 찾아라' 이벤트를 개최한다.이번 이벤트는 25세부터 39세까지 미혼남녀라면 누구나 참여할 수 있다....,http://www.wikitree.co.kr/main/news_view.php?id=456810
23,2019.07.08.,[Pick] '노잼 도시' 악명 탈출하겠다고 작심한 대전시 '셀프디스' 화제,SBS,"대전시가 '노잼의 도시'라는 악명에서 벗어나기 위해 재치있는 '셀프디스' 이벤트를 열어 화제입니다. 대전광역시청은 지난 2일 공식 페이스북을 통해 ""우리는 간혹 노잼대전이란 말을 듣습니다""라며 '노잼 대전의 투어...",https://news.sbs.co.kr/news/endPage.do?news_id=N1005343254&plink=ORI&cooper=NAVER
24,2019.08.09.,'핵노잼도시' 대전가면 꼭 먹어야한다는 민트색 식욕감퇴(?) 파스타,인사이트,보기와는 다르게 '반전'의 맛을 가지고 있는 '하늘 구름 파스타'를 맛보고 싶다면 노잼도시 대전에 꼭 방문해 보자. 의외로(?) 놀 것도 많은 도시니까 기대감을 갖는 것도 좋겠다.,https://www.insight.co.kr/news/240713
25,2019.08.09.,[Who Is ?] 허태정 대전광역시 시장,비즈니스포스트,허태정은 외부에 '노잼(No 재미)도시'로 알려진 대전시의 이미지 개선을 위한 노력도 기울이고 있다. 허태정은 광역단체 최초로 2019년부터 2021년까지 3년 단위의 '대전 방문의 해'를 지정해 관광산업과 콘텐츠 개발에...,http://www.businesspost.co.kr/BP?command=article_view&num=138857
26,2019.09.06.,"대전시민들이 발굴한 의제, 민·관이 함께 해결한다",미디어SR,"공유실험?△?노잼도시?극복을?위한?지역만의?문화?활성화?순으로?선정됐다. 타운홀 미팅에 참가한 한 대전시민은 미디어SR에 ""대전지역문제에 대해 여러사람들과 함께 논의하면서 각자 중요하게?여기는...",http://www.mediasr.co.kr/news/articleView.html?idxno=54303
27,2019.07.11.,맛집 없는 '노잼도시' 대전에 오는 친구 꼭 데려가야하는 '3인분 5천원' 만둣...,인사이트,이러한 탓에 어느 순간 '노잼 도시'라는 꼬리표까지 붙게 됐다.이러한 편견과는 달리 의외(?)로 대전에는 놀 거리나 '맛집'이 꽤 많다. 그 중 대표적인 곳이 바로 40년 전통의 유명 만둣집 '호돌이만두'다.최근 각종 SNS와...,https://www.insight.co.kr/news/236370
28,2019.07.09.,'노잼 도시' 대전에 친구 놀러 오면 꼭 데려가야 할 '바로그집 떡볶이',인사이트,0,https://www.insight.co.kr/news/235968
29,2019.07.07.,“대전은 '노잼도시'라는데...” 대전시가 공식 SNS에 올린 글,위키트리,"지인이 대전에 놀러 올 경우 어떤 관광 명소를 소개해줄지에 대한 의견을 받는 이벤트에는 많은 시민 관심이 이어지고 있다.대전시 페이스북 관리자는 ""우리는 간혹 '노잼대전'이란 말을 듣는다. 대전에 지인이 오면 즐길...",http://www.wikitree.co.kr/main/news_view.php?id=443058
30,2019.08.27.,[창간 69주년-대전방문의 해 100배 즐기기]도시 곳곳 다양한 콘텐츠…골라가는...,대전일보,'노잼 도시' 오명과는 달리 눈을 크게 떠 보면 '꿀잼 대전'을 즐길 수 있다. ◇장태산 '출렁다리' 새로운 명물= 대전 근교 휴양 명소는 장태산이 제격이다. 장태산은 서구 장안동과 금산군 복수면 신대리 경계의 안평산(470....,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1384342
31,2019.10.08.,노잼 대전 탈출 프로젝트! 나만의 대전 소확행~ 대전의 핫플레이스를 소개합니...,중도일보,대전에서 즐기는 나만의 소확행! 이제 대전은 노잼이 아닌 꿀쨈.. 볼수록 매력있는 볼매 도시로 만들어 보겠습니다. 대전에 살고 있는 대전 청년들의 직설 토크 노잼 대전! 나만의 대전 들기기 입니다. 중도일보 미디어부,http://www.joongdo.co.kr/main/view.php?key=20191008000841182
32,2019.07.07.,"""친구가 '노잼 도시' 대전에 놀러 온다면 어딜 구경 시켜 줄 건가요?""",인사이트,"또 다른 곳을 추천해달라 하면 대전 시민들은 고민에 빠지게 된다.대전은 놀 거리가 없기로 유명해 종종 '노잼 도시'라 놀림당하기 때문이다.자신의 동네가 놀림당한다면 발끈해야 할 시민들, 특히 시청이라면 적극적으로...",https://www.insight.co.kr/news/235773
33,2019.05.30.,'대전 토토즐 페스티벌' 노잼 도시 이미지 벗고 인기몰이,대전일보,대전시가 대전방문의 해를 맞아 선보인 '토토즐 페스티벌'이 인기 몰이를 하고 있다. 30일 시에 따르면 토토즐 페스티벌 3회 차 까지 행사장 일원인 스카이로드의 하루 방문객이 전달 보다 48% 늘어난 것으로...,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1371880
34,2019.08.27.,'노잼도시 대전'이 '문화'도시로,금강일보,"그러나 이면엔 젊은 세대들 사이에서 대전엔 볼거리, 놀거리 등이 없어 '노잼도시(재미가 없는 도시)'라고 불리기도 한다. 대전의 대표 빵집인 '성심당'을 제외하곤 대전만의 특색 있는 문화 또는 브랜드가...",http://www.ggilbo.com/news/articleView.html?idxno=698176
35,2019.08.20.,[외부기고] 대전만의 브랜드 찾기,대전일보,"도시 브랜드 슬로건은 이러한 유형 관광자원의 한계에서 벗어나, 지역의 정서와 개성을 담아내고, 새로운... 대전만의 참신함, 치명적인 매력을 찾아내서, 요즘 우스개 소리로 간간히 들려오는 '노잼대전'이라는...",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1383377
36,2019.09.24.,전국 최고 청년친화도시 ‘대전’,환경일보,"대전시?최시복?공동체지원국장은?“대전에서도?청년주간이?지난?한?주?동안?열려?전국의?청년들이?우리?지역을?다시?알고?갔다”며,?“앞으로?대전?청년들이?노잼?도시의?이미지를?바꿔나가는...",http://www.hkbs.co.kr/news/articleView.html?idxno=532345
37,2019.07.31.,"치즈쪽갈비 맛집 '대전 불타는 쪽갈비' 무제한, 칼국수까지 나오는데 얼마?",아주경제,30일 방송된 tvN '유 퀴즈 온더 블록2'에서 유재석과 조세호는 노잼 도시 대전을 찾았다. 점심시간 유재석과 조세호는 대전 시내에 있는 한 쪽갈비 가게를 찾았다. 해당 가게는 쪽갈비를 무제한으로 즐길 수 있다....,http://www.ajunews.com/view/20190731003054931
38,2019.06.02.,재미없는 도시 이미지 벗고 방문객 늘고,충청타임즈,"세종에서 이 곳을 찾은 김 모씨(39)는 ""EDM파티와 0시포차의 먹거리 조합이 정말 좋다""며 ""대전이 노잼도시 이미지를 벗을 수 있을 것 같다""는 긍정적인 반응을 보였다. 블로그·인스타그램 등 SNS 포스팅이 늘어나는 등...",http://www.cctimes.kr/news/articleView.html?idxno=572446
39,2019.07.17.,[이곳&이야기]대전 원도심 주말마다 ‘들썩들썩’,주간경향,올해부터 대전 방문의 해를 시작한 대전시의 가장 큰 고민은 볼거리·즐길거리 없는 이른바 ‘노잼(재미없는) 도시’라는 이미지에서 탈피하는 것이다. 최근 대전세종연구원이 내놓은 ‘대전형 국내여행 연합관광상품...,http://weekly.khan.co.kr/khnm.html?mode=view&code=115&artid=201907121426141&pt=nv
40,2019.09.27.,[영상]노잼도시 대전? 노잼 대전을 말하는 대전 청춘들의 이야기,중도일보,"전국에서 가장 재미없는 도시, 일명 노잼도시로 불리는 대전! 자존심 상하지만 대전시민도 인정할 수 밖에 없는 노잼의 도시에 대해 대전의 청춘들이 썰을 풀었습니다. (BGM스모킹구스 대전청춘가. 자료화면...",http://www.joongdo.co.kr/main/view.php?key=20190927001444182
41,2019.07.31.,"'유퀴즈 온더 블럭2' 유재석X조세호, 노잼도시 대전에서 유잼 시민들과 길거리...",톱스타뉴스,유재석과 조세호는 대전을 노잼도시에서 유잼으로 만들겠다는 말은 실패한 것 같다고 했다. 간발은 얼마만큼의 간격을 뜻하는 말이냐는 퀴즈에 박정훈씨는 '머리카락 하나조차 들어갈수 없는 틈'을 선택했다. 발이 모발의...,http://www.topstarnews.net/news/articleView.html?idxno=652436
42,2019.07.08.,"[창간 특집] 올 자체사업 전무 대전마케팅공사, 연 120억 받아도 되나?",굿모닝충청,온라인상에서 대전은 일명 '노잼(재미없는)의 도시'라는 평가를 받고 있어 마케팅공사 역할이 그 어느 때보다 중요한 상황이다. 더구나 올해는 대전 방문의 해(2019~2021) 원년이다. 관광분야 전국 지방 공공기관 중 큰 규모를...,http://www.goodmorningcc.com/news/articleView.html?idxno=215807
43,2019.06.17.,"[기자수첩] '튀소도시' 대전, 관광도시로 도약해야",대전일보,'노잼(재미가 없는) 도시'라며 시큰둥한 단어로 대전을 정의하는 모습에는 낮은 문화적 자존감이 드러나 어쩐지 서글프다. 냉정히 말해 대전시는 막혔던 댐이 무너지듯 무방비로 대전 방문의 해를 맞았다. 오는 2022년까지...,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1374237
44,2019.06.01.,"노잼도시 이미지 벗고, 평균 방문객 48% 껑충",국제뉴스,"세종에서 이 곳을 찾은 김 모씨(39세)는 현장 인터뷰에서 “EDM파티와 0시포차의 먹거리 조합이 정말 좋다”며 “대전이 노잼도시 이미지를 벗을 수 있을 것 같다”는 긍정적인 반응을 보였다. 블로그, 인스타그램 등 SNS...",http://www.gukjenews.com/news/articleView.html?idxno=1126612
45,2019.07.02.,"[창간 특집] 테마파크 경험 전무 대전마케팅공사, 오월드 맡겨도 되나?",굿모닝충청,온라인상에서 대전은 일명 '노잼(재미없는)의 도시'라는 평가를 받고 있어 마케팅공사 역할이 그 어느 때보다 중요한 상황이다. 더구나 올해는 대전 방문의 해(2019~202) 원년이다. 관광분야 전국 지방 공공기관 중 큰...,http://www.goodmorningcc.com/news/articleView.html?idxno=215537
46,2019.08.03.,"'유퀴즈' 유재석X조세호, 대전의 재발견 '대유잼까진 아니지만 유잼 도시'",인천일보,"사진=tvN 방송화면 '유 퀴즈 온 더 블럭' 유재석과 조세호가 '노잼 도시' 대전을 재발견했다. 30일 방송된 tvN 예능프로그램 '유 퀴즈 온 더 블럭2'에서는 유재석과 조세호가 대전을 찾는 모습이 방영됐다. 유재석은 ""노잼...",http://www.incheonilbo.com/news/articleView.html?idxno=968159
47,2019.08.27.,[편집국에서]대전에 대한 단상,중도일보,국내 여행객 10명 중 3명(29.6%)이 볼거리와 즐길거리가 없는 '노잼 도시'라서 오지 않는다고 답했다고 한다. 기차 타고 가다 잠시 내려 유명하다는 빵 사 가지고 가는 곳이라는 표현도 있을 정도다. '대전방문의 해'라는...,http://www.joongdo.co.kr/main/view.php?key=20190827010009968
48,2019.08.01.,"'유 퀴즈 온 더 블럭', 대전의 새로운 매력 발견 ""재미와 감동을 동시에""",시민일보,'유 퀴즈 온 더 블럭' 유재석과 조세가 '노잼 도시' 대전의 재발견에 성공했다. 30일 방송된 tvN 예능프로그램 '유 퀴즈 온 더 블럭2'에서는 유재석과 조세호가 대전을 찾는 모습이 그려졌다. 이날 유재석과 조세호는 아침...,http://www.siminilbo.co.kr/news/articleView.html?idxno=650787
49,2019.10.12.,전통시장 가을축제로 북새통 이룬 한민시장,이뉴스투데이,"청소년들의 정책 제안에는 등·하굣길 안전과 거리흡연 문제 해결, 쓰레기 무단 투기 해결법 등 일상생활에 밀접한 것으로부터 노잼도시 대전의 문화적 다양성 확대를 위한 청소년 인디밴드 육성 방안, 공실을 소규모...",http://www.enewstoday.co.kr/news/articleView.html?idxno=1341704
50,2019.08.14.,[목요광장] 대전의 관광도시 위상정립 정확한 진단 필요,중도일보,"당장 눈앞의 관광객 증가를 위한 홍보성 행사도 중요하나 ‘노잼도시’ 이미지를 탈피하고, 대전을 찾을 수밖에 없는 상황을 만들기 위한 전국에 없는 대전시만의 자원 개발과 이벤트 개발 및 수행 전략이 필요하다....",http://www.joongdo.co.kr/main/view.php?key=20190814010003864
51,2019.03.20.,‘大田’ 노잼 도시? 상상 이상~ 꿀잼 도시!,서울신문,‘노잼 도시!’ 대전 안팎에서 대전을 ‘재미없는 도시’라고 말한다. 관광자원이 부족한 게 아니라 홍보 부족 등에서 원인을 찾는 이들이 적잖다. 대전세종연구원은 지난해 9월 대전 관광 이미지에 대한 평가...,http://www.seoul.co.kr/news/newsView.php?id=20190320022008&wlog_tag3=naver
52,2019.05.10.,허태정 대전시장 “한번 오면 이틀 놀다 가는 활력 넘치는 도시 만들겠다”,동아일보,“대전이 ‘노잼(No+잼·재미없는)’ 도시라고요? 한 번도 안 와보셨거나 제대로 보지 못하셨겠지요.”(허태정 대전시장) 지난해 대전의 외지 관광객은 약 350만 명. 인구가 대전의 절반 정도인 전북 전주시를 지난해 찾은...,http://news.donga.com/3/all/20190509/95447805/1
53,2019.10.08.,[국감] 트램 구간인 서대전 육교 안전 우려…'지하 차로 꼭 필요',노컷뉴스,"더불어민주당 김철민 의원은 ""대전시가 관광객 1천만명을 모으겠다고 했는데 관광자원이 제대로 있는지 살피고, 노잼 도시가 되지 않기 위해 노력해야 한다""고 주문했다. 허 시장은 ""실패가 반복되지 않도록 새로운...",https://www.nocutnews.co.kr/news/5224879
54,2019.09.26.,"바른미래당 ""중구 효문화뿌리축제, 중대기로""",디트뉴스24,"시당은 ""효문화뿌리축제 테마가 현재 젊은 세대들과는 상당한 거리감이 있으며, 요즘 유행하고 있는 '노잼도시 대전'에 상징이 될까 우려스럽다""고 꼬집었다. 또 ""여러가지 사안을 고려할 때 11회를 맞이하는...",http://www.dtnews24.com/news/articleView.html?idxno=559307
55,2019.09.09.,말 많았던 장철민의 동구이야기,일요신문,"장철민 보좌관은 ""흔히들 대전을 놀거리 없는 도시, ‘노잼도시’라고 한다""면서 ""이는 단순히 생각할 문제가 아니다. 줄어드는 청년일자리문제를 비롯해 근본적인 개선책에 대해 생각해볼 필요가 있다""고 강조했다. 이철희...",http://ilyo.co.kr/?ac=article_view&entry_id=347048
56,2019.02.22.,[신년 인터뷰] 허태정 대전시장,신아일보,"대전을 ‘노잼(NO와 재미를 합친 말)도시’라고도 하는데 앞으로 대전을 재미있는 도시로 만들기 위해 도심에서 즐길 수 있는 Eco-Adventure시설로 ‘익스트림(Extreme) 10' 을 조성하여 오월드, 장동, 만인산 휴향림등에 짚라인...",http://www.shinailbo.co.kr/news/articleView.html?idxno=1143525
57,2019.09.16.,[창간28주년 특집] 울산에서 살만 합니까(4) 이현의 한국에너지공단 신재생에...,울산매일신문,"최근 젊은층 사이에서 SNS를 통해 우리나라에서 최고 '노잼도시(재미가 없는 도시)', '문화 불모지'로 울산과 대전이 양대산맥으로 언급된다. 이에 대해서도 이 주임은 솔직히 밝혔다. ""아주 부정하지는 않는다""는 말로 운을...",http://www.iusm.co.kr/news/articleView.html?idxno=855867
58,2019.01.02.,[기자수첩] 대전을 마케팅하자,대전일보,"바로 대전은 '노잼(NO와 재미를 합친 말) 도시'라는 것이다. 대전과 충남에서 대학을 다니는 학생들 마저 ""어떤 주제로 대전을 이야기 하더라도 결국은 성심당으로 귀결된다""고 말했다. 이를 통해 대전 관광의 현실을 볼 수...",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1350181
59,2019.08.04.,‘유퀴즈온더블럭’ 시장을 찾은 유재석과 조세호는 시장 ...,농기자재신문,"'유 퀴즈 온 더 블럭' 유재석과 조세호가 '노잼 도시' 대전을 재발견했다. 30일 방송 tvN 예능프로그램 '유 퀴즈 온 더 블럭2'에서는 유재석과 조세호가 대전을 찾는 모습이 방영됐다. 유재석은 ""노잼 도시가 아니고 '유잼...",http://www.newsam.co.kr/news/article.html?no=14340
60,2018.12.17.,[시사프리즘] 2019년 나는 대전으로 여행을 간다,굿모닝충청,"대전을 구석구석 모르고 즐기지 못하는 데서 생긴 오해가 '노잼도시', '살기만 좋은 도시' 이미지다. 타 지역의 지인들에게 대전의 재미를 소개하기 위해 나부터 대전을 여행하자. 내가 대전을 알고 즐기는 만큼 타인을...",http://www.goodmorningcc.com/news/articleView.html?idxno=205253
61,2019.08.19.,[경제인칼럼] '탈피' 위험 무릅쓰는 기업에 응원을,대전일보,"건강과 문화예술, 축제가 결합하면서 '계족산 황톳길'은 노잼(재미가 없는) 도시라는 대전에서 유일하게 '한국관광 100선'에 포함된 명소가 됐다. '뻔뻔(fun fun)한 클래식'은 대전·세종·충남의 핫(hot)한 문화 브랜드가 됐고...",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1383181
62,2019.08.01.,"[신소원의 프리즘] 유재석, '유퀴즈'로 보는 국민MC의 진가",마이데일리,"앞서 '유퀴즈'는 부산 편에서 영도 깡깡이 마을 할머니들의 인생 이야기를 들었고, 최근 대전 편에서는 노잼 도시에서 '유잼' 찾기라는 독특한 주제로 이야기를 풀어나갔다. 유재석은 101세 어르신부터 귀여운 아이들까지...",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201908011522389294&ext=na
63,2019.07.31.,'간발의 차이'에서 '간발'은 무슨 뜻?…정답 맞히면 100만원,머니S,"박씨는 대전에 대해 ""노잼, 노 스트레스 도시""라며 ""타지에서 와도 안아주는 따뜻함이 있는 도시""라고 소개했다. 이후 박씨는 ""'간발의 차이'에서 '간발'은 얼마만큼의 간격을 뜻하는 말일까요?""라는 문제에 도전했다....",http://moneys.mt.co.kr/news/mwView.php?no=2019073112588054528
64,2019.08.21.,"[창간특집] 조직은 비대 사업은 대행…""마케팅공사 결과물 내놓아야""",굿모닝충청,온라인상에서 대전은 일명 '노잼(재미없는)의 도시'라는 평가를 받고 있어 마케팅공사 역할이 그 어느 때보다 중요한 상황이다. 더구나 올해는 대전 방문의 해(2019~2021) 원년이다. 관광분야 전국 지방 공공기관 중 큰...,http://www.goodmorningcc.com/news/articleView.html?idxno=218055
65,2019.09.13.,"'컬투쇼' 빅맨 ""청주, 조용한 동네라 드라이브하기 좋아""",경인일보,"SNS에 노잼도시로 포항, 울산, 대전이 있고 청주가 있다""고 말했다.이어 DJ 김태균은 ""(청주에) 뭐가 없냐""고 물었고, 빅맨은 ""조용한 동네라 드라이브 다니기 딱 좋다""고 설명했다.그러자 DJ 변기수는 ""청주의 명물은 빅맨...",http://www.kyeongin.com/main/view.php?key=20190913010004537
66,2019.08.03.,"'간발의 차이' 뜻은, '머리카락 하나 들어갈 수 없는 틈'",경인일보,"이날 두 사람은 한 카페 사장인 박정훈씨를 만났고, 박정훈씨는 ""대전은 노잼, 노 스트레스 도시""라고 소개했다.?그는 ""타지에서 와도 안아주는 따뜻함이 있는 도시""라고 설명했다.??박정훈씨는 ""'간발의 차이'에서...",http://www.kyeongin.com/main/view.php?key=20190803001437566
67,2019.08.05.,'유퀴즈온더블럭' 언덕 위의 마을을 찾은 두 ...,충청매일,"사진=tvN 방송화면 30일 방송 tvN 예능프로그램 '유 퀴즈 온 더 블럭2'에서는 유재석과 조세호가 대전을 찾는 모습이 방영됐다. 유재석은 ""노잼 도시가 아니고 '유잼 도시'로 만들어야겠다""면서 ""제가 또 유 씨니까 유잼을 꼭...",http://www.ccdn.co.kr/news/articleView.html?idxno=589320
68,2019.09.25.,[정치TALK] 20대가 바라보는 신선한 정치 '우승호 시의원'이 만든다,중도일보,"-20대 시의원의 눈으로 바라볼 때 대전시정에 도입할 필요가 있다는 정책은. ▲'노잼도시'를 '유잼도시'로 만드는 정책이 필요하다. 대전 방문의 해가 2021년까지 이어지기 때문에 대전을 찾는 사람들, 대전에서 즐거움을...",http://www.joongdo.co.kr/main/view.php?key=20190925010009871
